,10m_critical_power,10m_critical_power_hr,10m_peak_wpk,10s_critical_power,10s_peak_wpk,15s_critical_power,15s_peak_wpk,1m_critical_power,1m_critical_power_hr,1m_peak_wpk,1s_critical_power,1s_peak_wpk,20m_critical_power,20m_critical_power_hr,20m_peak_wpk,20s_critical_power,20s_peak_wpk,2m_critical_power,30m_critical_power,30m_critical_power_hr,30m_peak_wpk,30s_critical_power,30s_peak_wpk,3m_critical_power,5m_critical_power,5m_critical_power_hr,5m_peak_wpk,5s_critical_power,5s_peak_wpk,60m_critical_power,60m_critical_power_hr,60m_peak_wpk,8m_critical_power,90m_critical_power,HRV_Recovery_Points,Rest_AVNN,Rest_HF,Rest_HR,Rest_LF,Rest_PNN50,Rest_SDNN,Rest_rMSSD,a_coggan_tss,a_friel_efficiency_factor,a_skiba_bike_score,a_skiba_response_index,a_skiba_variability_index,activity_crc,aerobic_decoupling,antiss_score,ap_percent_max,athlete_weight,atiss_score,average_speed,average_temp,best_1000m,best_100m,best_10km,best_1500m,best_15km,best_2000m,best_200m,best_20km,best_3000m,best_30km,best_4000m,best_400m,best_40km,best_5000m,best_500m,best_50m,best_800m,best_Marathon,best_half_marathon,coggan_tss,cp_setting,cpsolver_best_r,daniels_equivalent_power,daniels_points,data,date,distance_swim,elevation_gain,elevation_gain_carrying,elevation_loss,eoa,friel_efficiency_factor,gradient,heartbeats,hrnp,hrpw,l3_sustain,l4_sustain,l5_sustain,l6_sustain,l7_sustain,max_cadence,max_ct,max_heartrate,max_power,max_run_cadence,max_speed,max_temp,maxpowervariance,meanpowervariance,min_heartrate,min_temp,ninety_five_percent_hr,pace,pace_swim,peak_percent,power_fatigue_index,power_pacing_index,power_zone,ride_count,session_rpe,skiba_bike_score,skiba_response_index,skiba_variability_index,skiba_wprime_low,skiba_wprime_matches,skiba_wprime_max,skiba_wprime_maxmatch,skiba_wprime_tau,sport,time_carrying,time_in_zone_H1,time_in_zone_H2,time_in_zone_H3,time_in_zone_H4,time_in_zone_H5,time_in_zone_L1,time_in_zone_L2,time_in_zone_L3,time_in_zone_L4,time_in_zone_L5,time_in_zone_L6,time_in_zone_L7,time_in_zone_P1,time_in_zone_P2,time_in_zone_P3,time_in_zone_P4,time_in_zone_P5,time_in_zone_P6,time_riding,tiss_delta,total_distance,total_kcalories,total_work,trimp_100_points,trimp_points,trimp_zonal_points,triscore,vam,wattsRPE,wb,wcptime_in_zone_L1,wcptime_in_zone_L2,wcptime_in_zone_L3,wcptime_in_zone_L4,workout_time,wtime_in_zone_L1,wtime_in_zone_L2,wtime_in_zone_L3,wtime_in_zone_L4,wwork_in_zone_L1,wwork_in_zone_L2,wwork_in_zone_L3,wwork_in_zone_L4,VERSION,yob,gender,id,10m_critical_pace,10m_critical_pace_hr,10m_critical_pace_swim,10s_critical_pace,10s_critical_pace_swim,15s_critical_pace,15s_critical_pace_swim,1m_critical_pace,1m_critical_pace_hr,1m_critical_pace_swim,20m_critical_pace,20m_critical_pace_hr,20m_critical_pace_swim,20s_critical_pace,20s_critical_pace_swim,2m_critical_pace,2m_critical_pace_swim,30m_critical_pace,30m_critical_pace_hr,30m_critical_pace_swim,30s_critical_pace,30s_critical_pace_swim,3m_critical_pace,3m_critical_pace_swim,5m_critical_pace,5m_critical_pace_hr,5m_critical_pace_swim,60m_critical_pace,60m_critical_pace_hr,60m_critical_pace_swim,8m_critical_pace,8m_critical_pace_swim,90m_critical_pace,90m_critical_pace_swim,govss,govss_rtp,swimscore,swimscore_tp,average_lps,average_lte,average_rps,average_rte,filename,time,distance,speed,power,heartrate,cadence,torque,altitude,gps,slope,windspeed,temperature,pedal_data,moxy_O2,running_dynamics
10,96.88000,130.82972,1.44597,463.30000,6.91493,378.73333,5.65274,151.80000,128.13559,2.26567,616.00000,9.19403,83.87667,124.82902,1.25189,317.80000,4.74328,149.57500,80.85833,123.03558,1.20684,212.60000,3.17313,139.50556,133.75667,130.55184,1.99637,510.80000,7.62388,,,,98.86458,,,,,,,,,,9.29664,0.90370,7.89897,0.83301,1.30766,1505918255266.00000,-4.92669,0.43763,6.90933,67.00000,8.47225,23.15923,-255.00000,1.70000,0.15000,23.00000,2.85000,,3.98333,0.30000,,6.13333,,8.43333,0.63333,,10.86667,0.80000,0.08333,1.33333,,,9.26863,265.00000,-255.00000,101.23401,1.10627,TDSPHC-AGL-----,2017/09/20 14:37:02 UTC,11984.90000,18.70000,,124.10000,1.25786,0.89213,0.15603,3923.83333,0.89213,,,,,,,152.00000,37.65917,154.00000,616.00000,152.00000,42.84000,-255.00000,607.00000,54.58991,93.00000,-255.00000,143.00000,2.59076,0.25908,24.08002,99.67532,12.64093,1.06909,1.00000,,7.69319,0.82209,1.29051,22.94592,,9.66175,1.21800,396.00000,Bike,18.00000,549.00000,1262.00000,115.00000,,,1632.00000,217.00000,40.00000,11.00000,8.00000,6.00000,12.00000,162.00000,7.00000,7.00000,12.00000,37.00000,1701.00000,1870.00000,95.08825,11.98490,308.34088,149.97400,17.23984,28.26068,33.67167,7.69319,34.95327,,5.88473,28.00000,,,,1926.00000,1926.00000,,,,149.24500,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_20_14_37_02.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
11,119.86333,124.87646,1.78900,719.50000,10.73881,692.40000,10.33433,329.08333,157.01695,4.91169,1111.00000,16.58209,116.85667,127.52460,1.74413,576.60000,8.60597,246.42500,111.48056,124.59867,1.66389,449.73333,6.71244,203.85000,155.94667,130.87960,2.32756,810.60000,12.09851,,,,134.87292,,,,,,,,,,24.09323,1.34953,19.23022,1.20567,1.47518,1505962043424.00000,6.91923,4.07107,8.66245,67.00000,21.99377,19.60281,-255.00000,1.68333,0.13333,31.01667,3.23333,,5.23333,0.26667,,8.06667,,11.33333,0.58333,,14.51667,0.75000,0.06667,1.26667,,,24.09946,265.00000,-255.00000,144.15662,5.42690,TDSPHC-AGL-----,2017/09/21 02:46:20 UTC,12088.40000,124.10000,,21.80000,1.22813,1.33443,1.02660,4666.46667,1.33443,,,,,23.00000,21.00000,148.00000,37.70120,171.00000,1111.00000,148.00000,49.68000,-255.00000,1111.00000,66.51542,69.00000,-255.00000,152.00000,3.06079,0.30608,32.51465,99.90999,8.78721,1.08662,1.00000,,18.79758,1.19203,1.45849,16.90698,1.00000,33.43708,5.97200,402.00000,Bike,99.00000,867.00000,1178.00000,238.00000,61.00000,,1869.00000,273.00000,78.00000,30.00000,25.00000,25.00000,44.00000,324.00000,20.00000,18.00000,21.00000,62.00000,1899.00000,2231.00000,84.38099,12.08840,352.22811,228.83500,19.17458,31.43222,41.39500,18.79758,190.59727,,10.67851,77.00000,23.00000,,,2344.00000,2248.00000,96.00000,,,207.24900,21.08900,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_21_02_46_20.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
12,190.76167,131.28548,2.84719,304.90000,4.55075,265.53333,3.96318,214.00000,137.77966,3.19403,470.00000,7.01493,188.02083,130.92494,2.80628,247.60000,3.69552,209.83333,184.07611,129.31795,2.74740,236.66667,3.53234,201.66111,196.41000,127.64883,2.93149,342.20000,5.10746,182.42167,129.18144,2.72271,193.38333,182.18222,,,,,,,,,103.93047,1.41462,102.76716,1.40668,1.06167,1505993933687.00000,-0.07788,0.01662,15.14788,67.00000,81.20969,25.73916,-255.00000,1.10000,0.10000,16.50000,1.68333,27.66667,2.33333,0.20000,39.10000,3.96667,59.21667,5.41667,0.41667,80.90000,6.91667,0.51667,0.05000,0.85000,87.25000,41.46667,103.12110,265.00000,-255.00000,178.49611,45.22209,TDSPHC-AGL-----,2017/09/21 11:37:57 UTC,56490.30000,377.30000,,378.20000,1.51986,1.39315,0.66790,16983.95000,1.39315,1.32497,,,,,,185.00000,38.24306,220.00000,470.00000,185.00000,61.20000,-255.00000,345.00000,24.22455,75.00000,-255.00000,161.00000,2.33108,0.23311,62.93904,99.57447,36.32269,2.02619,1.00000,,99.67120,1.38533,1.04555,24.86093,,2.12231,0.35500,526.00000,Bike,214.00000,995.00000,5985.00000,523.00000,212.00000,194.00000,1037.00000,5051.00000,1620.00000,170.00000,24.00000,6.00000,1.00000,267.00000,13.00000,12.00000,139.00000,64.00000,7414.00000,7909.00000,99.97953,56.49030,1435.43314,1350.19800,85.69526,140.47730,158.34333,99.67120,171.73853,,229.31695,55.00000,,,,7909.00000,7909.00000,,,,1404.19300,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_21_11_37_57.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
13,160.90833,143.93155,2.40162,455.70000,6.80149,433.60000,6.47164,230.51667,146.27119,3.44055,1115.00000,16.64179,157.86250,143.35947,2.35616,364.65000,5.44254,209.52500,,,,270.66667,4.03980,192.76111,177.78333,142.24749,2.65348,668.40000,9.97612,,,,164.14375,,,,,,,,,,17.39849,1.24866,15.90763,1.19396,1.10886,1506004441614.00000,0.17557,2.97367,13.46178,67.00000,22.37114,29.83669,-255.00000,1.23333,0.11667,18.28333,2.20000,,3.06667,0.21667,,4.58333,,6.43333,0.45000,,7.91667,0.55000,0.06667,0.95000,,,17.35746,265.00000,-255.00000,166.16083,6.09701,TDSPHC-AGL-----,2017/09/21 14:33:42 UTC,11710.90000,15.50000,,119.60000,1.24557,1.23307,0.13236,3336.98333,1.23307,1.07675,,,,,,206.00000,37.64473,158.00000,1115.00000,206.00000,56.88000,-255.00000,1115.00000,84.41401,95.00000,-255.00000,156.00000,2.01095,0.20109,50.23595,99.55157,13.60666,2.00684,1.00000,,15.51174,1.17901,1.09497,20.25983,,20.23688,1.87400,457.00000,Bike,4.00000,55.00000,564.00000,802.00000,,,543.00000,514.00000,208.00000,62.00000,25.00000,31.00000,38.00000,26.00000,5.00000,1.00000,5.00000,6.00000,1378.00000,1420.00000,88.26713,11.71090,300.74063,215.58600,20.36320,33.38069,27.20500,15.51174,39.26812,,7.19407,108.00000,,,,1421.00000,1421.00000,,,,222.43900,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_21_14_33_42.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
14,205.00333,157.20200,3.05975,355.40000,5.30448,309.46667,4.61891,241.80000,151.08475,3.60896,732.00000,10.92537,196.34667,153.05588,2.93055,280.90000,4.19254,233.33333,193.34222,152.56865,2.88570,282.30000,4.21343,221.45556,215.03000,159.43478,3.20940,628.00000,9.37313,188.13139,151.65546,2.80793,210.84583,,,,,,,,,,55.58901,1.28931,54.42636,1.27575,1.05573,1506039257201.00000,1.93791,0.55599,16.17062,67.00000,46.91837,27.47808,-255.00000,1.46667,0.15000,19.25000,2.36667,29.03333,3.25000,0.28333,39.41667,5.00000,,7.18333,0.56667,,9.26667,0.70000,0.08333,1.15000,,41.51667,55.20630,265.00000,-255.00000,189.82703,27.03200,TDSPHC-AGL-----,2017/09/22 00:14:09 UTC,28180.30000,272.10000,,58.60000,1.45574,1.27032,0.96557,9342.86667,1.27032,1.20840,,,,,,115.00000,38.63895,165.00000,732.00000,115.00000,45.00000,-255.00000,732.00000,32.22119,78.00000,-255.00000,162.00000,2.18356,0.21836,66.10058,98.90710,24.89658,2.03793,1.00000,,52.83043,1.25691,1.04014,22.45443,,11.59674,1.81500,545.00000,Bike,94.00000,77.00000,279.00000,3064.00000,297.00000,,438.00000,1803.00000,1171.00000,237.00000,46.00000,12.00000,10.00000,127.00000,,1.00000,2.00000,2.00000,3585.00000,3696.00000,98.82885,28.18030,874.85008,677.39700,65.98548,108.16773,77.45000,52.83043,263.53511,,63.28830,110.00000,,,,3717.00000,3717.00000,,,,677.14400,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_22_00_14_09.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
15,261.80833,156.63272,3.90759,563.90000,8.41642,466.33333,6.96020,320.05000,160.23729,4.77687,920.00000,13.73134,258.53583,158.70726,3.85874,398.40000,5.94627,292.80833,257.97222,160.11729,3.85033,350.36667,5.22935,278.50556,265.40000,164.80602,3.96119,646.40000,9.64776,240.57333,154.75382,3.59065,262.77917,226.26667,,,,,,,,,160.61099,1.53956,159.14823,1.53253,1.12110,1506125348256.00000,-7.30750,1.52794,16.69266,67.00000,131.70806,26.36621,-255.00000,1.33333,0.13333,16.33333,2.03333,25.40000,2.70000,0.26667,33.76667,4.15000,53.26667,5.91667,0.51667,75.65000,7.71667,0.65000,0.06667,1.05000,84.35000,35.56667,159.30193,265.00000,-255.00000,207.73751,94.74530,TDSPHC-AGL-----,2017/09/23 00:08:04 UTC,66120.60000,480.70000,,375.10000,1.52139,1.51591,0.72700,20746.33333,1.51591,1.36699,1901.00000,1763.00000,,,20.00000,179.00000,39.04397,185.00000,920.00000,179.00000,49.32000,-255.00000,920.00000,27.98212,80.00000,-255.00000,165.00000,2.27564,0.22756,69.88371,99.89130,20.44851,2.04392,1.00000,,154.28776,1.50895,1.10385,9.98326,2.00000,60.69584,2.98900,539.00000,Bike,27.00000,546.00000,4891.00000,2347.00000,1223.00000,38.00000,2054.00000,2712.00000,2394.00000,1318.00000,422.00000,121.00000,24.00000,98.00000,18.00000,20.00000,116.00000,541.00000,8252.00000,9032.00000,98.85321,66.12060,1838.44422,1701.60200,120.21021,197.05646,188.73167,154.28776,191.32338,,353.02002,449.00000,410.00000,9.00000,,9045.00000,7759.00000,1250.00000,36.00000,,1425.67500,306.15300,10.21000,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_23_00_08_04.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
16,298.77333,170.02671,4.45930,885.70000,13.21940,824.66667,12.30846,429.25000,172.62712,6.40672,1029.00000,15.35821,278.79750,167.58632,4.16116,772.80000,11.53433,372.47500,266.96556,165.18844,3.98456,609.46667,9.09652,348.78889,322.13667,171.44816,4.80801,958.20000,14.30149,231.97444,158.09058,3.46231,297.98125,211.91963,,,,,,,,,232.62587,1.75605,210.45362,1.67027,1.23954,1506170598266.00000,-7.67247,26.46812,17.27378,67.00000,236.92616,32.45459,-255.00000,1.06667,0.11667,12.31667,1.60000,20.03333,2.20000,0.21667,27.33333,3.31667,41.40000,4.48333,0.41667,68.80000,5.63333,0.53333,0.06667,0.85000,72.53333,28.76667,230.89927,265.00000,-255.00000,240.18171,164.22053,TDSPHC-AGL-----,2017/09/23 12:42:58 UTC,78891.70000,378.80000,,378.60000,1.53016,1.72972,0.48015,22000.86667,1.72972,1.34748,1421.00000,1618.00000,551.00000,760.00000,162.00000,157.00000,38.90217,180.00000,1029.00000,157.00000,60.12000,-255.00000,900.00000,70.11918,84.00000,-255.00000,172.00000,1.84874,0.18487,72.15853,99.90282,18.91890,2.05059,1.00000,,204.15683,1.64509,1.22086,-9.58361,22.00000,137.73075,11.94900,480.00000,Bike,234.00000,1176.00000,2286.00000,3535.00000,2129.00000,11.00000,2768.00000,1670.00000,1692.00000,1399.00000,547.00000,474.00000,587.00000,669.00000,5.00000,6.00000,43.00000,31.00000,8383.00000,8761.00000,89.95114,78.89170,1934.15783,1778.75000,136.10449,223.11140,202.13333,204.15683,149.24811,,391.34042,737.00000,136.00000,368.00000,709.00000,9137.00000,6134.00000,565.00000,992.00000,1446.00000,1061.71600,108.51500,236.34100,399.51600,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_23_12_42_58.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
17,263.72333,151.29048,3.93617,993.20000,14.82388,939.33333,14.01990,518.90000,170.84746,7.74478,1197.00000,17.86567,246.34667,149.75980,3.67682,898.10000,13.40448,413.86667,226.58278,146.59755,3.38183,754.06667,11.25473,378.23889,332.67667,157.97324,4.96532,1033.40000,15.42388,219.41583,142.12281,3.27486,279.76458,194.19741,,,,,,,,,413.95461,1.79836,368.98713,1.69788,1.44328,1506253395934.00000,-5.42046,24.50415,12.90198,67.00000,313.44222,28.98774,-255.00000,1.10000,0.11667,15.31667,1.68333,23.88333,2.23333,0.21667,33.16667,3.50000,51.41667,5.40000,0.41667,69.00000,7.05000,0.53333,0.05000,0.85000,73.63333,35.26667,409.69240,265.00000,-255.00000,214.20837,216.56304,TDSPHC-AGL-----,2017/09/24 11:42:49 UTC,146839.00000,939.80000,,939.90000,1.63888,1.76883,0.64002,43633.30000,1.76883,1.17641,,950.00000,404.00000,762.00000,197.00000,176.00000,38.60176,177.00000,1197.00000,176.00000,59.40000,-255.00000,1197.00000,57.13186,64.00000,-255.00000,158.00000,2.06984,0.20698,54.26446,99.91646,12.14747,2.00041,1.00000,,356.95555,1.66997,1.41955,-1.96612,24.00000,107.74062,20.11000,441.00000,Bike,175.00000,7622.00000,7813.00000,4865.00000,881.00000,,9811.00000,4357.00000,2966.00000,2032.00000,943.00000,613.00000,459.00000,3735.00000,62.00000,38.00000,58.00000,117.00000,17171.00000,18261.00000,92.74910,146.83900,3073.59503,3079.82900,174.14722,285.47355,384.23500,356.95555,159.73184,,1343.83103,1768.00000,463.00000,135.00000,108.00000,21181.00000,18991.00000,1581.00000,311.00000,298.00000,2577.75500,325.49700,75.64200,92.46600,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_24_11_42_49.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
18,284.77833,156.17696,4.25042,504.20000,7.52537,402.66667,6.00995,334.90000,164.57627,4.99851,952.00000,14.20896,275.92583,156.51793,4.11830,397.85000,5.93806,313.51667,255.14611,150.53141,3.80815,385.86667,5.75920,299.06111,290.10333,151.94314,4.32990,713.20000,10.64478,245.76583,146.70520,3.66815,288.18333,242.76296,,,,,,,,,169.30529,1.68318,167.18280,1.67260,1.09991,1506426676695.00000,-7.03624,1.82713,19.37536,67.00000,151.97189,29.89176,-255.00000,1.26667,0.13333,16.43333,1.95000,25.66667,2.65000,0.25000,34.00000,4.03333,53.60000,5.53333,0.50000,73.11667,6.91667,0.61667,0.06667,1.01667,77.51667,36.38333,167.90147,265.00000,-255.00000,236.48032,129.03324,TDSPHC-AGL-----,2017/09/26 11:51:00 UTC,60771.60000,397.80000,,399.10000,1.52684,1.65721,0.65458,17535.28333,1.65721,1.52067,3133.00000,16.00000,1093.00000,78.00000,16.00000,153.00000,38.84052,231.00000,952.00000,153.00000,50.40000,-255.00000,952.00000,28.64513,68.00000,-255.00000,165.00000,2.00724,0.20072,80.95599,98.31933,22.93701,3.02192,1.00000,,162.05440,1.64675,1.08291,0.90363,7.00000,96.44239,5.50100,583.00000,Bike,7.00000,319.00000,2131.00000,4212.00000,503.00000,162.00000,946.00000,1536.00000,1299.00000,2419.00000,854.00000,225.00000,48.00000,64.00000,4.00000,8.00000,16.00000,33.00000,7202.00000,7325.00000,98.81200,60.77160,1600.95714,1599.92600,111.59076,182.92690,158.36000,162.05440,195.45244,,280.55156,1076.00000,196.00000,384.00000,55.00000,7327.00000,5938.00000,527.00000,759.00000,103.00000,1277.82600,122.41500,196.04700,29.87300,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_26_11_51_00.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
19,113.44283,127.93155,1.69318,359.36910,5.36372,344.56640,5.14278,221.64314,139.27119,3.30811,487.48300,7.27587,92.53436,127.78816,1.38111,337.38855,5.03565,196.33359,81.10947,124.78488,1.21059,271.95493,4.05903,144.57449,131.29597,136.09365,1.95964,446.50820,6.66430,,,,113.75002,,,,,,,,,,12.91836,1.05018,10.30669,0.93804,1.47423,1506436356157.00000,12.70505,0.11452,7.02258,67.00000,11.33517,24.57367,-255.00000,1.48333,0.13333,25.31667,2.33333,,3.33333,0.28333,,5.36667,,7.26667,0.56667,,9.01667,0.71667,0.06667,1.16667,,,12.90432,265.00000,-255.00000,118.42969,1.90472,TDSPHC-AGL-----,2017/09/26 14:32:21 UTC,11727.10000,21.70000,,124.70000,1.22712,1.03773,0.18504,3967.85000,1.03773,,,,,,,101.00000,37.61785,194.00000,487.48300,101.00000,46.80000,-255.00000,476.45100,53.65839,86.00000,-255.00000,152.00000,2.44164,0.24416,24.80353,100.00000,16.23534,1.07023,1.00000,,10.06305,0.92689,1.45670,23.30935,,8.23090,1.37300,389.00000,Bike,,517.00000,1154.00000,183.00000,43.00000,17.00000,1489.00000,205.00000,71.00000,68.00000,36.00000,35.00000,10.00000,273.00000,11.00000,6.00000,20.00000,23.00000,1581.00000,1719.00000,98.99984,11.72710,292.71462,151.48263,16.71292,27.39692,35.42167,10.06305,40.81505,,6.01060,103.00000,,,,1914.00000,1914.00000,,,,155.78100,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_26_14_32_21.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
20,154.36418,118.78130,2.30394,550.79840,8.22087,449.58713,6.71026,245.74023,127.44068,3.66776,674.84900,10.07237,112.49261,109.47706,1.67899,366.34705,5.46787,203.54326,75.94241,94.08727,1.13347,312.54834,4.66490,182.95228,166.30776,120.10368,2.48221,627.95340,9.37244,50.87568,89.87635,0.75934,158.91622,,,,,,,,,,28.73243,1.32396,24.17350,1.21439,2.09242,1506471193533.00000,-33.36203,0.66857,4.94457,67.00000,19.37143,15.32979,-255.00000,2.13333,0.20000,65.23333,3.68333,,5.40000,0.40000,,8.05000,,12.13333,0.81667,,15.80000,1.03333,0.10000,1.66667,,,28.62988,265.00000,-255.00000,127.36576,4.43937,TDSPHC-AGL-----,2017/09/27 00:12:23 UTC,12736.50000,130.40000,,28.60000,1.25267,1.30663,1.02383,7193.20000,,,,,,17.00000,12.00000,120.00000,37.43130,230.00000,674.84900,120.00000,31.68000,-255.00000,674.84900,62.75564,50.00000,-255.00000,133.00000,3.91395,0.39139,18.62237,99.86621,8.25745,1.04945,1.00000,,23.54368,1.19847,2.06499,21.03706,2.00000,17.17691,2.81800,378.00000,Bike,157.00000,3307.00000,1067.00000,41.00000,32.00000,48.00000,3693.00000,418.00000,201.00000,89.00000,32.00000,43.00000,19.00000,2122.00000,25.00000,25.00000,54.00000,74.00000,2195.00000,2995.00000,96.66381,12.73650,296.47214,250.48527,13.40455,21.97361,75.05333,23.54368,104.43604,,18.01791,115.00000,,,,4495.00000,4495.00000,,,,248.78200,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_27_00_12_23.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
21,278.96442,170.29549,4.16365,1018.84000,15.20657,773.58667,11.54607,534.83917,160.81356,7.98267,1183.35000,17.66194,239.75167,162.73561,3.57838,617.20250,9.21198,396.99833,223.91731,159.50528,3.34205,601.76333,8.98154,351.02222,316.32733,169.34114,4.72130,1070.42000,15.97642,215.25264,157.99667,3.21273,285.30521,210.61991,,,,,,,,,188.32352,1.58556,177.67260,1.54007,1.24475,1506557624009.00000,-5.19001,15.74903,15.75351,67.00000,156.32080,27.88560,-255.00000,1.21667,0.11667,15.25000,1.86667,26.48333,2.46667,0.23333,35.10000,3.95000,54.86667,5.41667,0.46667,72.28333,6.95000,0.58333,0.06667,0.96667,77.38333,37.06667,187.16415,265.00000,-255.00000,218.21204,116.60029,TDSPHC-AGL-----,2017/09/28 00:13:21 UTC,70659.00000,391.00000,,287.30000,1.44097,1.56278,0.55336,21995.71667,1.56278,1.23725,,2250.00000,86.00000,111.00000,173.00000,140.00000,39.02104,179.00000,1183.35000,140.00000,58.32000,-255.00000,1135.05000,37.67276,53.00000,-255.00000,174.00000,2.15165,0.21516,65.75028,99.83099,15.00334,2.03314,1.00000,,172.58876,1.51788,1.22681,5.91909,5.00000,76.69651,18.28200,497.00000,Bike,19.00000,864.00000,4146.00000,359.00000,3828.00000,,3592.00000,1902.00000,1354.00000,1595.00000,491.00000,119.00000,144.00000,151.00000,9.00000,21.00000,45.00000,345.00000,8626.00000,9130.00000,90.84730,70.65900,1993.22448,1632.85425,138.78659,227.50808,223.75000,172.58876,153.04991,,359.15799,106.00000,698.00000,241.00000,18.00000,9197.00000,5282.00000,3073.00000,799.00000,43.00000,686.59400,767.34300,210.68500,12.41800,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_28_00_13_21.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
22,111.66167,116.47412,1.66659,365.30000,5.45224,280.73333,4.19005,202.05000,127.22034,3.01567,723.00000,10.79104,87.40750,111.07173,1.30459,250.10000,3.73284,174.35833,,,,227.33333,3.39303,146.77778,135.05667,122.03679,2.01577,560.40000,8.36418,,,,115.09167,,,,,,,,,,9.53860,1.07953,8.25082,1.00402,1.34227,1506608890321.00000,-17.06488,0.58922,7.31386,67.00000,8.49957,25.41821,-255.00000,1.53333,0.13333,21.10000,2.48333,,3.53333,0.26667,,5.41667,,7.06667,0.53333,,9.43333,0.66667,0.06667,1.16667,,,9.52977,265.00000,-255.00000,110.04586,1.37125,TDSPHC-AGL-----,2017/09/28 14:27:10 UTC,11706.50000,21.90000,,125.60000,1.22019,1.06681,0.18708,3129.60000,1.06681,,,,,,,171.00000,37.41173,145.00000,723.00000,171.00000,49.68000,-255.00000,723.00000,50.00668,78.00000,-255.00000,138.00000,2.36051,0.23605,25.31845,99.44675,11.40072,1.07314,1.00000,,8.05642,0.99212,1.32636,23.17966,,8.74151,1.27800,399.00000,Bike,50.00000,1172.00000,493.00000,39.00000,,,1409.00000,207.00000,30.00000,39.00000,6.00000,2.00000,11.00000,146.00000,3.00000,2.00000,5.00000,12.00000,1536.00000,1660.00000,93.51709,11.70650,223.48307,140.45600,11.19418,18.35024,27.39833,8.05642,46.26761,,4.39571,32.00000,,,,1704.00000,1704.00000,,,,140.54600,,,,1.8,1987,M,d0a080a4-912e-45ea-b86d-a07b72d064a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_09_28_14_27_10.csv,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False
